City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,cabo san lucas,22.8909,-109.9124,27.01,70,2,4.84,MX,1717826408
288,walvis bay,-22.9575,14.5053,20.61,32,2,8.69,NA,1717826466
289,vilhena,-12.7406,-60.1458,18.87,62,0,1.68,BR,1717826466
290,karachi,24.9056,67.0822,34.9,43,40,4.12,PK,1717826442
291,broken hill,-31.95,141.4333,14.9,45,79,5.65,AU,1717826466
292,balykshi,47.0667,51.8667,27.0,41,0,8.0,KZ,1717826466
293,magadan,59.5667,150.8,4.74,97,100,4.45,RU,1717826467
294,kurumkan,54.3,110.3,20.07,35,24,1.79,RU,1717826467
295,beipiao,41.7919,120.7792,30.13,22,1,0.86,CN,1717826467
296,rockport,28.0206,-97.0544,29.03,81,20,4.63,US,1717826467
297,brisas de zicatela,15.8369,-97.0419,27.47,74,100,1.84,MX,1717826468
298,lamu,-2.2717,40.902,26.97,76,99,6.76,KE,1717826468
299,luwingu,-10.2621,29.9271,16.94,54,2,2.51,ZM,1717826468
300,vilyuysk,63.7553,121.6247,24.44,37,45,3.58,RU,1717826468
301,codrington,-38.2667,141.9667,13.92,67,100,1.09,AU,1717826468
302,vorkuta,67.5,64.0,-1.05,93,100,0.89,RU,1717826468
303,quellon,-43.1167,-73.6167,10.62,96,100,1.01,CL,1717826469
304,bikenibeu village,1.3673,173.1241,29.98,79,75,2.06,KI,1717826469
305,saint-francois,46.4154,3.9054,17.6,77,0,1.03,FR,1717826469
306,kapa'a,22.0752,-159.319,27.99,87,13,4.7,US,1717826469
307,kingori,-3.2833,36.9833,18.21,88,75,0.0,TZ,1717826469
308,alvaraes,-3.2208,-64.8042,23.25,99,91,1.12,BR,1717826470
309,irtyshsk,53.3333,75.4572,19.72,72,49,7.42,KZ,1717826470
310,ghanzi,-21.5667,21.7833,5.39,58,0,3.6,BW,1717826470
311,san patricio,28.017,-97.5169,28.94,79,0,4.54,US,1717826470
312,borovskoy,53.8,64.15,22.5,66,73,2.15,KZ,1717826470
313,terra santa,-2.1042,-56.4869,24.0,95,100,1.46,BR,1717826470
314,beinamar,8.6698,15.3813,25.32,73,94,2.25,TD,1717826471
315,keflavik,64.0049,-22.5624,6.95,81,75,6.69,IS,1717826471
316,parauapebas,-6.0675,-49.9022,23.44,78,77,0.69,BR,1717826471
317,saint-pierre,-21.3393,55.4781,25.82,53,0,1.03,RE,1717826471
318,bel ombre,-4.6167,55.4167,27.91,78,75,2.57,SC,1717826471
319,llallagua,-18.4167,-66.6333,4.16,33,6,1.3,BO,1717826471
320,nantucket,41.2835,-70.0995,17.78,89,59,3.49,US,1717826472
321,lerwick,60.1545,-1.1494,7.0,85,100,7.02,GB,1717826472
322,margate,51.3813,1.3862,12.95,86,13,3.13,GB,1717826472
323,labrador city,52.9463,-66.9114,14.54,69,0,1.54,CA,1717826472
324,wagar,16.1525,36.2032,37.97,18,1,6.02,SD,1717826472
325,la ronge,55.1001,-105.2842,6.14,81,75,3.6,CA,1717826472
326,sinabang,2.4803,96.3801,30.58,61,76,1.45,ID,1717826473
327,nemuro,43.3236,145.575,12.25,94,90,6.79,JP,1717826473
328,fegyvernek,47.2667,20.5333,23.34,71,73,1.81,HU,1717826473
329,anadyr,64.75,177.4833,4.28,64,75,4.0,RU,1717826473
330,polyarnyy,69.1989,33.4478,10.72,58,90,6.41,RU,1717826473
331,itaituba,-4.2761,-55.9836,24.04,88,53,1.28,BR,1717826473
332,urangan,-25.3,152.9,20.11,63,0,2.68,AU,1717826474
333,kurchatov,51.6601,35.6521,20.23,67,84,2.32,RU,1717826474
334,sierra grande,-41.606,-65.3557,12.1,60,100,4.74,AR,1717826474
335,fortaleza,-3.7227,-38.5247,26.07,89,0,2.57,BR,1717826474
336,dingzhou,38.5131,114.9956,35.06,11,100,3.03,CN,1717826474
337,rocha,-34.4833,-54.3333,13.95,97,100,2.37,UY,1717826474
338,yuzhno-kurilsk,44.0306,145.8556,15.76,77,84,5.2,RU,1717826475
339,karratha,-20.7377,116.8463,24.06,33,45,6.92,AU,1717826475
340,kattivakkam,13.2167,80.3167,32.86,76,100,3.74,IN,1717826475
341,kokopo,-4.352,152.2633,28.3,79,99,3.7,PG,1717826475
342,chulym,55.0997,80.9572,20.03,84,100,4.39,RU,1717826475
343,tsiombe,-25.3,45.4833,23.47,73,2,3.9,MG,1717826475
344,masinloc,15.5333,120.05,26.04,73,78,2.93,PH,1717826476
345,battle creek,42.3212,-85.1797,12.21,88,60,3.05,US,1717826476
346,acarau,-2.8856,-40.12,24.66,90,63,4.35,BR,1717826476
347,kapuskasing,49.4169,-82.4331,12.0,87,75,2.57,CA,1717826270
348,cartagena,10.3997,-75.5144,26.79,94,40,1.03,CO,1717826476
349,gorontalo,0.5412,123.0595,29.93,74,68,2.96,ID,1717826476
350,guarapuava,-25.3953,-51.4581,11.92,94,6,1.09,BR,1717826477
351,ola,59.5833,151.2833,5.08,91,100,6.77,RU,1717826477
352,souillac,-20.5167,57.5167,25.21,73,40,8.23,MU,1717826477
353,malango,-2.9627,119.9001,25.05,87,99,1.35,ID,1717826477
354,el nido,11.1858,119.3956,30.08,67,93,0.91,PH,1717826477
355,ceres,37.5949,-120.9577,23.97,52,0,4.12,US,1717826228
356,camarinas,43.1311,-9.1817,14.4,93,100,9.71,ES,1717826477
357,cururupu,-1.8283,-44.8683,22.51,100,85,0.38,BR,1717826478
358,nuuk,64.1835,-51.7216,1.34,100,100,0.51,GL,1717826478
359,wynyard,-41.0,145.7167,12.93,68,63,3.55,AU,1717826478
360,jimma,7.6667,36.8333,20.53,82,30,0.67,ET,1717826478
361,maputo,-25.9653,32.5892,20.37,67,75,10.29,MZ,1717826478
362,yulinshi,38.2906,109.7494,27.96,19,100,4.07,CN,1717826478
363,bella union,-30.2752,-57.6007,18.11,95,41,3.32,UY,1717826479
364,port saint john's,-31.6229,29.5448,14.59,78,45,2.39,ZA,1717826479
365,gannan,47.9147,123.5031,24.02,30,88,5.12,CN,1717826479
366,minas de marcona,-15.2119,-75.1103,12.86,84,22,1.34,PE,1717826479
367,naracoorte,-36.9579,140.7383,14.12,62,100,2.86,AU,1717826480
368,kikwit,-5.041,18.8162,24.76,67,65,0.1,CD,1717826480
369,saldanha,-33.0117,17.9442,7.03,74,9,2.86,ZA,1717826480
370,jumla,29.2747,82.1838,24.27,21,2,3.4,NP,1717826480
371,moree,-29.4667,149.85,16.56,57,89,4.83,AU,1717826480
372,egilsstadir,65.2653,-14.3948,-0.05,100,100,2.06,IS,1717826480
373,bandon,51.7469,-8.7425,10.77,88,44,2.25,IE,1717826481
374,north bend,43.4065,-124.2243,13.81,88,0,3.6,US,1717826481
375,laguna,38.421,-121.4238,21.71,72,0,4.12,US,1717826481
376,fort st. john,56.2499,-120.8529,12.94,58,75,6.17,CA,1717826263
377,prince rupert,54.3161,-130.3201,16.05,58,75,4.63,CA,1717826294
378,sarangani,5.4033,125.4636,28.95,71,88,2.55,PH,1717826481
379,brookings,44.3114,-96.7984,16.19,95,100,3.6,US,1717826482
380,shingu,33.7333,135.9833,22.04,74,99,1.59,JP,1717826482
381,arvayheer,46.2639,102.775,25.59,10,71,4.53,MN,1717826482
382,kargopol',61.5071,38.9456,13.97,82,100,2.74,RU,1717826482
383,linxia chengguanzhen,35.6003,103.2064,17.68,49,75,2.93,CN,1717826482
384,mariental,-24.6333,17.9667,5.03,68,0,3.82,NA,1717826482
385,eastwood,53.0,-1.3,13.21,87,40,4.12,GB,1717826483
386,san rafael,-34.6177,-68.3301,10.69,60,100,0.87,AR,1717826483
387,rio grande,-32.035,-52.0986,16.64,96,54,2.53,BR,1717826483
388,hirara,24.8,125.2833,29.15,89,75,6.17,JP,1717826483
389,kualakapuas,-3.0091,114.3876,32.86,55,98,1.06,ID,1717826483
390,cozumel,20.5083,-86.9458,26.64,89,69,3.09,MX,1717826483
391,deqen,29.9618,90.7188,18.46,30,49,3.72,CN,1717826484
392,beach park,42.4222,-87.8573,16.97,80,0,2.57,US,1717826484
393,hue,16.4667,107.6,33.06,58,40,3.09,VN,1717826440
394,yeppoon,-23.1333,150.7333,22.88,42,0,0.52,AU,1717826484
395,ipatovo,45.7181,42.9036,25.88,46,50,3.06,RU,1717826484
396,nikolayevsk-on-amure,53.1406,140.73,8.45,87,100,0.89,RU,1717826485
397,santa maria da vitoria,-13.3947,-44.1886,19.36,74,2,1.29,BR,1717826485
398,tulun,54.5611,100.5792,13.1,96,100,1.32,RU,1717826485
399,fort bragg,35.139,-79.006,23.91,57,0,3.09,US,1717826485
400,nadym,65.5333,72.5167,10.54,63,61,4.12,RU,1717826485
401,pervari,37.9357,42.5493,30.72,23,11,2.3,TR,1717826485
402,al bawiti,28.3492,28.8659,29.75,36,0,4.69,EG,1717826485
403,la peca,-5.6111,-78.435,20.47,85,87,1.07,PE,1717826486
404,la passe,45.5549,-0.8967,17.23,84,99,2.35,FR,1717826486
405,midvagur,62.0511,-7.1939,6.46,81,75,7.2,FO,1717826486
406,menongue,-14.6585,17.691,11.13,37,5,1.91,AO,1717826486
407,gus'-khrustal'nyy,55.6111,40.6519,19.72,60,35,4.98,RU,1717826486
408,fortuna,40.5982,-124.1573,13.53,94,75,0.0,US,1717826486
409,teknaf,20.8624,92.3058,30.66,75,62,2.94,BD,1717826487
410,vize,41.5725,27.7658,23.02,57,0,4.54,TR,1717826487
411,yelizovo,53.1873,158.3805,23.08,21,0,6.0,RU,1717826401
412,mokrous,51.2333,47.5167,21.81,69,76,7.61,RU,1717826487
413,ploneour-lanvern,47.9,-4.2833,12.18,94,0,2.06,FR,1717826487
414,ust'-ilimsk,58.0006,102.6619,20.8,28,39,2.24,RU,1717826248
415,kouroussa,10.65,-9.8833,24.96,85,99,0.81,GN,1717826488
416,kruisfontein,-34.0033,24.7314,10.58,83,82,2.13,ZA,1717826488
417,uskudar,41.0225,29.0237,23.88,70,40,6.17,TR,1717826488
418,poronaysk,49.2167,143.1167,18.88,64,100,6.11,RU,1717826488
419,kousseri,12.0769,15.0306,26.98,69,100,2.06,CM,1717826488
420,burang,30.25,81.1667,10.0,37,29,4.2,CN,1717826489
421,vorontsovka,50.6132,40.3549,20.86,68,15,5.63,RU,1717826489
422,xiva,41.3783,60.3639,34.99,13,6,1.1,UZ,1717826489
423,ilhabela,-23.7781,-45.3581,19.55,78,3,1.46,BR,1717826489
424,yanam,16.7333,82.2167,30.13,69,100,1.03,IN,1717826489
425,kushiro,42.975,144.3747,16.53,94,75,2.57,JP,1717826490
426,quatre cocos,-20.2078,57.7625,25.61,76,50,6.49,MU,1717826490
427,miches,18.9836,-69.0476,25.43,90,81,2.17,DO,1717826490
428,pasuquin,18.3328,120.6177,30.44,67,76,3.03,PH,1717826490
429,khovd,48.0056,91.6419,26.85,7,29,1.03,MN,1717826490
430,crane,31.3974,-102.3501,29.85,32,0,10.48,US,1717826491
431,enterprise,36.0252,-115.2419,35.61,14,20,5.14,US,1717826491
432,shimanovsk,52.0,127.7,19.81,28,100,4.21,RU,1717826491
433,inegol,40.0781,29.5133,22.6,64,54,1.78,TR,1717826491
434,bayevo,53.2833,80.7667,23.14,58,69,8.46,RU,1717826491
435,baotou,40.6522,109.8222,30.03,13,55,5.14,CN,1717826492
436,kingston,17.997,-76.7936,28.53,79,20,4.63,JM,1717826492
437,mitu,1.1983,-70.1733,22.07,99,73,0.36,CO,1717826492
438,ulladulla,-35.35,150.4667,17.75,68,68,4.04,AU,1717826492
439,illizi,26.4833,8.4667,26.89,18,0,3.12,DZ,1717826492
440,barra de santo antonio,-9.4047,-35.5072,23.6,89,100,1.13,BR,1717826493
441,nieuw amsterdam,5.8833,-55.0833,24.8,92,100,3.01,SR,1717826493
442,yangjiang,21.85,111.9667,28.6,81,98,3.67,CN,1717826493
443,subaykhan,34.8544,40.6083,36.78,18,0,1.97,SY,1717826493
444,palikir - national government center,6.9248,158.1611,28.64,78,89,6.25,FM,1717826494
445,noumea,-22.2763,166.4572,27.22,99,93,1.81,NC,1717826494
446,afaahiti,-17.75,-149.2833,22.93,82,54,1.09,PF,1717826494
447,bechar,31.6167,-2.2167,25.18,11,40,3.6,DZ,1717826494
448,saint-joseph,-21.3667,55.6167,25.21,73,23,3.23,RE,1717826494
449,wuchuan,21.4571,110.7659,29.55,76,72,5.11,CN,1717826495
450,natal,-5.795,-35.2094,24.36,94,40,2.57,BR,1717826424
451,fale old settlement,-9.3852,-171.2468,28.6,77,39,2.39,TK,1717826495
452,tabuk,17.4189,121.4443,30.98,70,98,1.44,PH,1717826322
453,st. john's,47.5649,-52.7093,9.6,97,100,0.0,CA,1717826495
454,chilecito,-29.1619,-67.4974,11.74,56,85,0.59,AR,1717826495
455,valenca do piaui,-6.4075,-41.7456,22.74,75,57,3.41,BR,1717826496
456,wankaner,22.6167,70.9333,36.1,36,1,4.26,IN,1717826496
457,miranda,3.2499,-76.2281,21.07,89,34,2.26,CO,1717826222
458,huilong,31.8111,121.655,25.6,67,91,3.94,CN,1717826496
459,along,28.1667,94.7667,31.11,50,23,1.92,IN,1717826496
460,el granada,37.5027,-122.4694,16.56,88,100,4.12,US,1717826496
461,port douglas,-16.4833,145.4667,22.29,63,0,4.78,AU,1717826496
462,cidreira,-30.1811,-50.2056,16.88,93,7,2.16,BR,1717826497
463,murzuq,25.9155,13.9184,26.97,20,0,3.6,LY,1717826497
464,constitucion,-35.3333,-72.4167,13.69,92,77,3.23,CL,1717826497
465,mutoko,-17.397,32.2268,14.57,44,0,3.12,ZW,1717826497
466,quepos,9.4236,-84.1652,26.32,87,83,1.51,CR,1717826497
467,baruun-urt,46.6806,113.2792,23.46,19,11,6.42,MN,1717826497
468,jiuquan,39.7432,98.5174,28.5,13,92,3.02,CN,1717826498
469,mudgee,-32.5943,149.5871,14.79,74,83,3.36,AU,1717826498
470,colonia,50.9333,6.95,16.35,81,0,2.57,DE,1717826498
471,ocean shores,46.9737,-124.1563,15.21,90,0,3.09,US,1717826498
472,kill devil hills,36.0307,-75.676,24.43,81,0,0.0,US,1717826498
473,lompoc,34.6391,-120.4579,14.32,90,100,2.06,US,1717826498
474,belomorsk,64.5232,34.7668,16.76,49,5,2.42,RU,1717826446
475,novyy urengoy,66.0833,76.6333,4.58,100,92,3.63,RU,1717826499
476,pangody,65.85,74.4859,5.77,99,73,4.09,RU,1717826499
477,alliance,40.9153,-81.1059,12.81,89,37,3.09,US,1717826499
478,atherton,53.5237,-2.4935,11.79,95,100,0.45,GB,1717826499
479,minab,27.1467,57.0801,35.18,59,20,2.06,IR,1717826500
480,dusti,37.3481,68.664,32.16,21,14,1.58,TJ,1717826500
481,altania,-23.8744,-53.9017,18.17,65,5,2.76,BR,1717826500
482,den burg,53.0542,4.7972,15.54,80,100,5.14,NL,1717826500
483,valparaiso,-33.0393,-71.6273,15.0,77,100,2.06,CL,1717826500
484,kirakira,-10.4544,161.9205,27.49,78,100,2.94,SB,1717826500
485,cadale,2.7603,46.3222,27.45,78,69,9.59,SO,1717826501
486,boucherville,45.591,-73.4361,16.25,88,100,2.57,CA,1717826501
487,lospalos,-8.5186,127.0025,23.11,73,77,4.73,TL,1717826501
488,primero de mayo,-32.2552,-58.4228,19.75,95,91,4.16,AR,1717826501
489,flin flon,54.7682,-101.865,4.14,95,100,2.06,CA,1717826501
490,galle,6.0367,80.217,28.41,79,95,5.76,LK,1717826501
491,belo sur tsiribihina,-19.7,44.55,25.36,51,1,2.02,MG,1717826502
492,coronon,6.8792,125.4489,31.96,74,57,2.72,PH,1717826502
493,guarapari,-20.6667,-40.4975,20.03,91,1,1.29,BR,1717826502
494,nagqu,31.5,92.0,15.48,32,46,4.73,CN,1717826502
495,rasony,55.9089,28.8126,12.28,91,98,1.21,BY,1717826502
496,marina di pisa-tirrenia-calambrone,43.6272,10.292,21.49,78,58,2.84,IT,1717826502
497,ponta delgada,37.7333,-25.6667,18.44,82,20,2.06,PT,1717826503
498,tyachiv,48.0118,23.5706,22.01,82,14,0.64,UA,1717826503
499,massakory,12.996,15.7293,30.31,51,100,5.45,TD,1717826503
500,ashland,40.8167,-82.2665,13.45,93,46,2.84,US,1717826503
501,celestun,20.8667,-90.4,27.37,84,6,3.81,MX,1717826503
502,torghay,49.6339,63.4981,33.77,26,81,6.95,KZ,1717826503
503,hasaki,35.7333,140.8333,27.38,70,29,4.98,JP,1717826504
504,shimoda,34.6667,138.95,25.2,73,77,3.49,JP,1717826504
505,mossel bay,-34.1831,22.146,6.96,67,6,2.2,ZA,1717826504
506,tumaco,1.7986,-78.8156,25.31,86,96,1.46,CO,1717826504
507,suva,-18.1416,178.4415,25.71,78,75,3.6,FJ,1717826504
508,yazman,29.1212,71.7446,38.78,23,100,1.13,PK,1717826504
509,motueka,-41.1333,173.0167,12.28,84,2,1.06,NZ,1717826504
510,brak,27.5496,14.2714,26.41,24,0,5.48,LY,1717826505
511,aginskoye,51.1,114.53,13.78,53,100,6.63,RU,1717826505
512,strangnas,59.3774,17.0312,11.99,66,89,0.57,SE,1717826505
513,prado,-17.3411,-39.2208,21.49,91,8,1.75,BR,1717826505
514,bamboo flat,11.7,92.7167,31.05,74,40,6.69,IN,1717826505
515,albertina,-22.2008,-46.6158,13.65,71,1,2.46,BR,1717826506
516,fredericksburg,38.3032,-77.4605,18.97,72,40,0.0,US,1717826430
517,port lincoln,-34.7333,135.8667,15.66,68,93,4.17,AU,1717826506
518,scicli,36.7902,14.7014,23.75,29,0,0.37,IT,1717826506
519,dass,10.0,9.5167,24.55,74,100,1.86,NG,1717826506
520,zhangjiakou,40.81,114.8794,30.12,21,2,8.5,CN,1717826506
521,olecko,54.0337,22.507,12.58,69,69,2.24,PL,1717826506
522,altai,46.3722,96.2583,19.07,13,99,8.29,MN,1717826507
523,ta`u,-14.2336,-169.5144,28.13,69,29,8.91,AS,1717826507
524,back mountain,41.3359,-75.9963,13.45,91,7,1.35,US,1717826507
525,kiunga,-6.1219,141.2906,28.7,79,67,1.32,PG,1717826507
526,jwaneng,-24.6004,24.7303,7.19,60,0,4.27,BW,1717826507
527,puerto deseado,-47.7503,-65.8938,6.3,83,38,4.15,AR,1717826507
528,bontang,0.1333,117.5,27.63,78,92,4.4,ID,1717826508
529,south hedland,-20.4089,118.5983,25.96,24,17,6.69,AU,1717826508
530,mogadishu,2.0371,45.3438,28.93,74,20,9.26,SO,1717826508
531,forster,-32.1667,152.5167,17.11,64,1,4.94,AU,1717826275
532,fort william,56.8165,-5.1121,6.84,94,33,3.2,GB,1717826508
533,mersrags,57.3354,23.1246,12.98,63,72,4.46,LV,1717826508
534,olyokminsk,60.3736,120.4264,24.9,21,7,2.58,RU,1717826508
535,calderitas,18.55,-88.25,27.66,86,88,2.79,MX,1717826509
536,turkeli,41.9476,34.3386,22.24,64,100,2.5,TR,1717826509
537,buhusi,46.7167,26.7,23.5,72,77,0.57,RO,1717826509
538,northwest harborcreek,42.1494,-79.9946,15.58,86,24,1.34,US,1717826509
539,matoury,4.8483,-52.3317,23.98,100,100,0.0,GF,1717826509
540,machico,32.7,-16.7667,20.35,86,40,3.09,PT,1717826509
541,zouerate,22.7187,-12.4521,21.15,65,0,4.39,MR,1717826510
542,nueve de julio,-35.4444,-60.8831,16.09,94,100,0.89,AR,1717826510
543,wuyang,31.9925,116.2472,33.17,35,90,1.86,CN,1717826510
544,taourirt,34.4073,-2.8973,20.79,64,100,2.03,MA,1717826510
545,antsiranana,-12.2787,49.2917,24.42,60,20,4.12,MG,1717826510
546,tabou,4.423,-7.3528,25.5,87,97,2.7,CI,1717826510
547,phalodi,27.1333,72.3667,39.88,25,5,4.43,IN,1717826511
548,barcelos,41.5388,-8.6151,19.91,99,100,0.6,PT,1717826511
549,tura,25.5198,90.2201,31.24,68,0,3.63,IN,1717826511
550,olinda,-8.0089,-34.8553,23.85,100,40,1.54,BR,1717826511
551,pitimbu,-7.4706,-34.8086,23.33,87,100,3.16,BR,1717826511
552,sitangkai,4.6628,119.3928,29.04,73,87,3.74,PH,1717826512
553,salekhard,66.53,66.6019,7.44,53,32,5.36,RU,1717826512
554,qamdo,31.1667,97.2333,19.63,24,55,0.96,CN,1717826512
555,pangoa,-12.1167,-73.0,19.16,83,2,1.64,PE,1717826512
556,sur,22.5667,59.5289,37.46,37,42,7.03,OM,1717826512
557,nema,57.5067,50.5011,16.57,69,93,3.35,RU,1717826512
558,auki,-8.7676,160.7034,27.76,79,100,0.23,SB,1717826513
559,belmonte,-15.8631,-38.8828,22.53,88,21,2.76,BR,1717826513
560,novodvinsk,64.4165,40.8122,18.86,78,97,1.83,RU,1717826513
561,severo-yeniseyskiy,60.3725,93.0408,15.32,43,100,4.92,RU,1717826513
562,lethem,3.3803,-59.7968,24.15,91,100,2.56,GY,1717826513
563,lakeway,30.3638,-97.9796,28.14,75,0,3.09,US,1717826513
564,ubaira,-13.2681,-39.6628,19.0,96,76,2.07,BR,1717826514
565,garissa,-0.4536,39.6401,27.09,59,42,9.43,KE,1717826514
566,khandyga,62.6667,135.6,22.15,29,27,5.41,RU,1717826514
567,mont-dore,-22.2833,166.5833,27.22,99,89,2.89,NC,1717826514
568,broome,42.2506,-75.833,12.78,97,9,1.98,US,1717826514
569,balkanabat,39.5108,54.3671,33.64,12,2,3.0,TM,1717826515
570,mar del plata,-38.0023,-57.5575,13.86,81,100,7.6,AR,1717826400
571,oamaru,-45.0784,170.9801,8.54,84,65,4.09,NZ,1717826515
572,meulaboh,4.1363,96.1285,29.47,69,32,3.17,ID,1717826515
573,bantay,17.5847,120.3892,31.09,85,100,3.83,PH,1717826516
574,grimstad,58.3405,8.5934,9.95,77,100,6.08,NO,1717826516
